Id del Empleado,Fecha,Hora,Tipo de Marcación
11635934,16/06/23,14:06:52,Salida
11635934,16/06/23,08:18:00,Entrada
11635934,15/06/23,17:35:47,Entrada
11635934,15/06/23,09:21:46,Entrada
11635934,14/06/23,17:29:30,Entrada
11635934,14/06/23,08:48:42,Entrada
11635934,13/06/23,17:34:09,Salida
11635934,13/06/23,08:38:00,Entrada
11635934,12/06/23,17:31:57,Salida
11635934,12/06/23,08:29:38,Entrada
11635934,09/06/23,14:02:14,Salida
11635934,09/06/23,07:42:27,Salida
11635934,08/06/23,17:30:33,Salida
11635934,08/06/23,08:16:07,Entrada
11635934,07/06/23,17:32:24,Salida
11635934,07/06/23,08:04:51,Entrada
11635934,07/06/23,08:04:48,Entrada
11635934,06/06/23,17:30:50,Entrada
11635934,06/06/23,08:48:45,Entrada
11635934,05/06/23,17:33:52,Salida
11635934,05/06/23,08:28:20,Entrada
11635934,02/06/23,14:11:56,Salida
11635934,02/06/23,08:16:41,Entrada
11635934,01/06/23,17:32:51,Salida
11635934,01/06/23,17:32:33,Salida
11635934,01/06/23,08:15:04,Entrada
11635934,31/05/23,17:32:20,Salida
11635934,31/05/23,08:45:34,Entrada
11635934,30/05/23,17:30:32,Entrada
11635934,30/05/23,08:12:29,Entrada
11635934,29/05/23,18:16:48,Salida
11635934,29/05/23,07:42:46,Salida
11635934,26/05/23,14:04:54,Salida
11635934,26/05/23,14:04:31,Entrada
11635934,26/05/23,08:03:51,Entrada
11635934,25/05/23,17:31:15,Salida
11635934,25/05/23,08:05:47,Entrada
11635934,24/05/23,17:34:15,Entrada
11635934,24/05/23,08:03:55,Entrada
11635934,23/05/23,17:33:13,Salida
11635934,23/05/23,17:33:00,Entrada
11635934,23/05/23,15:32:30,Salida
11635934,23/05/23,08:35:30,Entrada
11635934,22/05/23,17:30:13,Entrada
11635934,22/05/23,07:49:29,Salida
11635934,19/05/23,14:01:09,Salida
11635934,19/05/23,07:58:35,Salida
11635934,18/05/23,17:32:01,Salida
11635934,18/05/23,08:29:00,Entrada
11635934,17/05/23,17:32:07,Salida
11635934,17/05/23,08:11:44,Entrada
11635934,16/05/23,17:31:19,Salida
11635934,16/05/23,08:15:39,Entrada
11635934,15/05/23,17:30:38,Salida
11635934,15/05/23,07:57:39,Entrada
11635934,12/05/23,14:04:14,Salida
11635934,12/05/23,07:44:13,Entrada
11635934,11/05/23,17:35:00,Salida
11635934,11/05/23,08:23:47,Entrada
11635934,10/05/23,17:32:11,Salida
11635934,10/05/23,08:08:28,Entrada
11635934,09/05/23,17:33:57,Salida
11635934,09/05/23,08:21:43,Entrada
11635934,08/05/23,17:33:47,Salida
11635934,08/05/23,07:53:12,Entrada
11635934,05/05/23,14:00:45,Entrada
11635934,05/05/23,08:19:13,Entrada
11635934,04/05/23,17:31:45,Salida
11635934,04/05/23,08:19:11,Entrada
11635934,28/04/23,14:00:12,Entrada
11635934,28/04/23,07:57:30,Entrada
11635934,27/04/23,17:54:00,Salida
11635934,27/04/23,08:09:51,Entrada
11635934,26/04/23,17:30:51,Salida
11635934,26/04/23,07:51:33,Salida
11635934,25/04/23,17:34:43,Salida
11635934,25/04/23,07:58:07,Entrada
11635934,24/04/23,17:38:27,Salida
11635934,24/04/23,07:43:31,Entrada
11635934,21/04/23,14:03:48,Salida
11635934,21/04/23,07:37:52,Salida
11635934,20/04/23,17:32:30,Salida
11635934,20/04/23,08:18:27,Entrada
11635934,19/04/23,17:35:08,Salida
11635934,19/04/23,07:47:45,Salida
11635934,18/04/23,17:33:04,Entrada
11635934,18/04/23,08:34:14,Entrada
11635934,17/04/23,17:33:49,Entrada
11635934,17/04/23,07:44:16,Entrada
11635934,14/04/23,07:47:54,Entrada
11635934,13/04/23,17:32:53,Entrada
11635934,13/04/23,07:57:46,Entrada
11635934,12/04/23,17:33:04,Entrada
11635934,12/04/23,07:44:08,Entrada
11635934,11/04/23,17:32:02,Salida
11635934,11/04/23,08:29:08,Entrada
11635934,10/04/23,17:32:10,Salida
11635934,10/04/23,07:33:32,Salida
11635934,06/04/23,17:37:15,Salida
11635934,06/04/23,07:59:40,Entrada
11635934,05/04/23,17:44:54,Salida
11635934,05/04/23,07:54:39,Entrada
11635934,04/04/23,18:28:15,Salida
11635934,04/04/23,07:56:31,Entrada
11635934,03/04/23,17:37:43,Entrada
11635934,03/04/23,07:46:06,Salida
11635934,31/03/23,14:03:46,Salida
11635934,31/03/23,08:22:21,Entrada
11635934,30/03/23,17:38:39,Entrada
11635934,30/03/23,08:16:48,Entrada
11635934,29/03/23,16:12:16,Entrada
11635934,29/03/23,08:37:00,Entrada
11635934,28/03/23,18:04:45,Salida
11635934,28/03/23,08:17:48,Entrada
11635934,27/03/23,17:31:44,Entrada
11635934,27/03/23,07:47:39,Entrada
11635934,24/03/23,14:00:17,Salida
11635934,24/03/23,07:45:30,Salida
11635934,23/03/23,17:32:42,Entrada
11635934,23/03/23,08:02:00,Entrada
11635934,22/03/23,17:35:53,Entrada
11635934,22/03/23,07:44:17,Salida
11635934,21/03/23,17:31:44,Entrada
11635934,21/03/23,08:28:03,Entrada
11635934,20/03/23,17:30:56,Salida
11635934,20/03/23,07:54:11,Entrada
11635934,17/03/23,14:00:08,Entrada
11635934,17/03/23,07:52:03,Entrada
11635934,16/03/23,17:30:06,Entrada
11635934,16/03/23,08:11:32,Entrada
11635934,15/03/23,17:30:20,Entrada
11635934,15/03/23,08:22:43,Entrada
11635934,14/03/23,17:30:32,Entrada
11635934,14/03/23,07:48:16,Salida
11635934,13/03/23,17:32:17,Entrada
11635934,13/03/23,07:37:53,Salida
11635934,10/03/23,14:00:17,Salida
11635934,10/03/23,08:36:41,Entrada
11635934,09/03/23,17:34:16,Salida
11635934,09/03/23,08:08:13,Entrada
11635934,08/03/23,17:32:26,Salida
11635934,08/03/23,07:52:18,Entrada
11635934,07/03/23,17:33:54,Salida
11635934,07/03/23,08:04:00,Entrada
11635934,06/03/23,17:45:37,Salida
11635934,06/03/23,08:46:34,Entrada
11635934,03/03/23,14:01:58,Entrada
11635934,02/03/23,17:31:38,Salida
11635934,02/03/23,08:12:30,Entrada
11635934,01/03/23,17:48:03,Salida
11635934,01/03/23,08:14:41,Entrada
11635934,28/02/23,17:29:43,Entrada
11635934,28/02/23,08:08:36,Entrada
11635934,27/02/23,17:34:51,Salida
11635934,27/02/23,08:26:31,Entrada
11635934,24/02/23,14:11:09,Salida
11635934,24/02/23,08:26:25,Salida
11635934,23/02/23,17:34:00,Entrada
11635934,23/02/23,08:18:08,Entrada
11635934,22/02/23,17:34:17,Entrada
11635934,22/02/23,07:57:55,Entrada
11635934,21/02/23,17:41:29,Salida
11635934,21/02/23,08:11:50,Entrada
11635934,27/01/23,08:06:55,Entrada
11635934,26/01/23,17:35:09,Salida
11635934,26/01/23,08:32:49,Entrada
11635934,25/01/23,17:31:57,Salida
11635934,25/01/23,07:53:21,Salida
11635934,24/01/23,17:33:42,Salida
11635934,24/01/23,07:52:35,Entrada
11635934,20/01/23,14:00:03,Entrada
11635934,20/01/23,13:59:04,Entrada
11635934,20/01/23,08:35:26,Entrada
11635934,19/01/23,17:31:01,Salida
11635934,19/01/23,08:04:16,Entrada
11635934,18/01/23,17:32:02,Entrada
11635934,18/01/23,07:57:36,Entrada
11635934,17/01/23,17:32:14,Entrada
11635934,17/01/23,08:11:02,Entrada
11635934,16/01/23,17:31:35,Entrada
11635934,16/01/23,08:33:45,Entrada
11635934,13/01/23,14:00:56,Entrada
11635934,13/01/23,08:13:55,Entrada
11635934,12/01/23,17:32:02,Salida
11635934,12/01/23,08:21:15,Entrada
11635934,11/01/23,17:33:15,Salida
11635934,11/01/23,08:19:04,Entrada
11635934,10/01/23,17:33:12,Salida
11635934,10/01/23,08:15:16,Entrada
11635934,09/01/23,17:32:34,Salida
11635934,09/01/23,08:08:09,Entrada
11635934,06/01/23,07:53:52,Entrada
11635934,05/01/23,17:32:29,Salida
11635934,05/01/23,08:23:40,Entrada
11635934,28/12/22,17:29:28,Entrada
11635934,28/12/22,08:22:21,Entrada
11635934,27/12/22,17:31:36,Entrada
11635934,27/12/22,07:55:47,Salida
11635934,26/12/22,17:31:33,Salida
11635934,26/12/22,08:19:37,Entrada
11635934,23/12/22,12:04:39,Entrada
11635934,23/12/22,08:13:02,Entrada
11635934,22/12/22,17:31:05,Entrada
11635934,22/12/22,07:52:12,Entrada
11635934,21/12/22,17:30:50,Salida
11635934,21/12/22,08:03:52,Salida
11635934,20/12/22,17:30:41,Entrada
11635934,20/12/22,08:11:57,Entrada
11635934,19/12/22,17:30:47,Entrada
11635934,19/12/22,08:07:42,Entrada
11635934,16/12/22,13:59:15,Entrada
11635934,16/12/22,08:03:36,Entrada
11635934,15/12/22,17:34:42,Salida
11635934,14/12/22,17:32:54,Entrada
11635934,14/12/22,07:49:48,Salida
11635934,13/12/22,17:32:11,Entrada
11635934,13/12/22,08:23:31,Entrada
11635934,12/12/22,17:32:06,Salida
11635934,12/12/22,08:12:40,Entrada
11635934,09/12/22,14:02:29,Salida
11635934,09/12/22,08:03:53,Entrada
11635934,07/12/22,17:32:49,Salida
11635934,07/12/22,07:40:06,Salida
11635934,06/12/22,17:49:02,Salida
11635934,06/12/22,08:18:13,Entrada
11635934,06/12/22,08:18:11,Entrada
11635934,05/12/22,17:32:22,Entrada
11635934,05/12/22,08:18:52,Entrada
11635934,01/12/22,17:40:21,Salida
11635934,01/12/22,08:01:57,Entrada
11635934,30/11/22,17:33:23,Salida
11635934,30/11/22,08:52:02,Entrada
11635934,29/11/22,17:34:15,Salida
11635934,29/11/22,08:18:37,Entrada
11635934,28/11/22,08:11:42,Entrada
11635934,25/11/22,14:02:39,Salida
11635934,25/11/22,08:23:39,Entrada
11635934,24/11/22,17:32:52,Entrada
11635934,24/11/22,08:06:47,Entrada
11635934,23/11/22,17:31:46,Salida
11635934,23/11/22,08:33:56,Entrada
11635934,22/11/22,17:30:42,Entrada
11635934,22/11/22,07:57:19,Entrada
11635934,21/11/22,08:08:01,Entrada
11635934,28/10/22,13:59:27,Entrada
11635934,28/10/22,08:34:05,Entrada
11635934,27/10/22,17:32:58,Salida
11635934,26/10/22,17:35:26,Salida
11635934,26/10/22,08:18:01,Entrada
11635934,26/10/22,08:18:00,Entrada
11635934,25/10/22,17:32:10,Entrada
11635934,25/10/22,08:09:26,Entrada
11635934,24/10/22,17:32:19,Salida
11635934,24/10/22,08:07:15,Entrada
11635934,21/10/22,14:03:27,Salida
11635934,21/10/22,08:35:52,Entrada
11635934,20/10/22,17:33:11,Entrada
11635934,20/10/22,08:16:06,Entrada
11635934,19/10/22,17:39:08,Salida
11635934,19/10/22,08:56:21,Entrada
11635934,18/10/22,15:03:31,Entrada
11635934,18/10/22,08:26:20,Entrada
11635934,17/10/22,17:32:44,Entrada
11635934,17/10/22,08:04:01,Entrada
11635934,14/10/22,14:02:05,Entrada
11635934,14/10/22,08:25:32,Entrada
11635934,13/10/22,17:32:42,Salida
11635934,13/10/22,08:29:54,Entrada
11635934,12/10/22,17:30:24,Entrada
11635934,12/10/22,08:30:05,Entrada
11635934,11/10/22,17:30:52,Entrada
11635934,11/10/22,08:18:03,Salida
11635934,07/10/22,14:03:18,Salida
11635934,07/10/22,08:33:51,Salida
11635934,06/10/22,17:33:21,Salida
11635934,06/10/22,08:27:20,Entrada
11635934,05/10/22,17:33:52,Salida
11635934,05/10/22,08:37:34,Entrada
11635934,04/10/22,17:32:35,Salida
11635934,04/10/22,08:33:47,Entrada
11635934,03/10/22,17:32:15,Entrada
11635934,03/10/22,08:23:47,Entrada
11635934,30/09/22,14:01:45,Entrada
11635934,30/09/22,08:26:08,Entrada
11635934,29/09/22,17:35:03,Salida
11635934,29/09/22,08:25:47,Entrada
11635934,28/09/22,17:39:04,Salida
11635934,28/09/22,17:35:08,Salida
11635934,28/09/22,08:36:23,Entrada
11635934,27/09/22,17:34:21,Salida
11635934,27/09/22,08:19:42,Entrada
11635934,26/09/22,17:34:00,Salida
11635934,26/09/22,09:13:51,Entrada
11635934,23/09/22,13:59:56,Entrada
11635934,23/09/22,08:43:01,Entrada
11635934,22/09/22,18:26:35,Salida
11635934,22/09/22,08:11:54,Entrada
11635934,21/09/22,17:33:52,Entrada
11635934,21/09/22,08:51:54,Entrada
11635934,20/09/22,17:32:14,Entrada
11635934,20/09/22,08:36:09,Entrada
11635934,15/09/22,14:01:22,Entrada
11635934,15/09/22,08:20:07,Entrada
11635934,14/09/22,17:31:50,Entrada
11635934,14/09/22,08:53:04,Entrada
11635934,13/09/22,17:34:39,Salida
11635934,13/09/22,08:41:15,Salida
11635934,13/09/22,08:41:14,Salida
11635934,12/09/22,17:32:05,Salida
11635934,12/09/22,08:34:55,Salida
11635934,09/09/22,13:58:33,Salida
11635934,09/09/22,07:53:03,Salida
11635934,08/09/22,17:32:54,Entrada
11635934,08/09/22,08:05:21,Salida
11635934,07/09/22,17:30:47,Entrada
11635934,07/09/22,08:21:10,Entrada
11635934,06/09/22,17:39:47,Salida
11635934,06/09/22,07:59:21,Entrada
11635934,05/09/22,17:30:50,Entrada
11635934,05/09/22,08:00:44,Entrada
11635934,02/09/22,15:45:28,Salida
11635934,02/09/22,07:54:07,Entrada
11635934,01/09/22,17:32:50,Salida
11635934,01/09/22,07:52:58,Entrada
11635934,31/08/22,17:32:30,Salida
11635934,31/08/22,08:00:52,Entrada
11635934,30/08/22,17:30:20,Salida
11635934,30/08/22,08:29:37,Entrada
11635934,29/08/22,17:30:48,Entrada
11635934,29/08/22,08:04:03,Entrada
11635934,29/08/22,08:04:01,Entrada
11635934,26/08/22,13:55:30,Entrada
11635934,26/08/22,08:30:02,Entrada
11635934,25/08/22,17:30:20,Salida
11635934,25/08/22,08:39:10,Entrada
11635934,24/08/22,17:29:57,Entrada
11635934,24/08/22,08:30:52,Entrada
11635934,23/08/22,17:31:35,Salida
11635934,23/08/22,08:39:09,Entrada
11635934,22/08/22,17:31:23,Entrada
11635934,22/08/22,08:32:44,Entrada
11635934,19/08/22,14:01:40,Salida
11635934,19/08/22,08:28:57,Entrada
11635934,18/08/22,17:33:22,Salida
11635934,18/08/22,08:44:46,Entrada
11635934,17/08/22,17:31:06,Salida
11635934,17/08/22,08:17:20,Entrada
11635934,16/08/22,17:30:03,Salida
11635934,16/08/22,08:21:24,Entrada
11635934,12/08/22,14:02:17,Salida
11635934,12/08/22,08:34:54,Entrada
11635934,11/08/22,17:30:19,Salida
11635934,11/08/22,08:35:02,Entrada
11635934,10/08/22,17:31:41,Entrada
11635934,10/08/22,08:30:36,Entrada
11635934,09/08/22,17:40:40,Salida
11635934,09/08/22,08:40:49,Entrada
11635934,08/08/22,08:27:36,Entrada
11635934,05/08/22,14:08:27,Salida
11635934,05/08/22,08:26:26,Entrada
11635934,04/08/22,17:44:37,Salida
11635934,04/08/22,08:25:34,Entrada
11635934,03/08/22,17:35:54,Salida
11635934,03/08/22,08:31:12,Entrada
11635934,02/08/22,17:35:48,Salida
11635934,02/08/22,08:24:43,Entrada
11635934,01/08/22,17:31:09,Entrada
11635934,01/08/22,08:25:07,Entrada
11635934,29/07/22,14:01:37,Salida
11635934,29/07/22,08:37:23,Entrada
11635934,28/07/22,17:35:52,Salida
11635934,28/07/22,08:29:33,Entrada
11635934,27/07/22,17:31:20,Salida
11635934,27/07/22,08:26:02,Entrada
11635934,26/07/22,17:30:19,Entrada
11635934,26/07/22,08:30:04,Entrada
11635934,25/07/22,17:33:02,Salida
11635934,25/07/22,08:32:58,Entrada
11635934,22/07/22,13:59:18,Entrada
11635934,22/07/22,08:53:09,Entrada
11635934,21/07/22,17:31:55,Entrada
11635934,21/07/22,08:39:10,Entrada
11635934,20/07/22,17:40:24,Salida
11635934,20/07/22,08:35:02,Entrada
11635934,19/07/22,17:29:07,Entrada
11635934,19/07/22,08:42:51,Entrada
11635934,18/07/22,17:31:51,Entrada
11635934,18/07/22,08:41:24,Entrada
11635934,15/07/22,14:01:25,Entrada
11635934,15/07/22,08:41:59,Entrada
11635934,14/07/22,17:29:43,Entrada
11635934,14/07/22,08:48:11,Entrada
11635934,13/07/22,17:30:04,Entrada
11635934,13/07/22,08:40:02,Entrada
11635934,12/07/22,17:30:37,Salida
11635934,12/07/22,08:42:10,Entrada
11635934,11/07/22,17:31:27,Entrada
11635934,11/07/22,08:26:18,Entrada
11635934,05/07/22,17:36:47,Salida
11635934,05/07/22,08:13:44,Entrada
11635934,05/07/22,08:13:37,Entrada
11635934,04/07/22,17:31:14,Entrada
11635934,04/07/22,08:00:57,Salida
11635934,01/07/22,14:00:48,Salida
11635934,01/07/22,08:29:16,Entrada
